Seed,Trait,Method,Model,Predictive_ability,Prediction_accuracy
168,PH,T2,GCA,0.89507359443877,0.897766895124142
168,PH,T2,GCA+SCA,0.741814694823763,0.744793870304983
168,TGW,T2,GCA,0.906582837621009,0.925084528184703
168,TGW,T2,GCA+SCA,0.816310683535762,0.83638389706533
168,GY,T2,GCA,0.796839307440554,0.85589614118212
168,GY,T2,GCA+SCA,0.709325842873759,0.764359744476033
168,GNP,T2,GCA,0.775043046848666,0.827153731962291
168,GNP,T2,GCA+SCA,0.646508421046213,0.697420087428493
169,DTA,T2,GCA,0.857368619940864,0.897768188419753
169,DTA,T2,GCA+SCA,0.806425897147407,0.847086026415343
169,PH,T2,GCA,0.931954779220653,0.934759056389822
169,PH,T2,GCA+SCA,0.767308363012047,0.770389922702858
169,TGW,T2,GCA,0.845222594913206,0.86247203562572
169,TGW,T2,GCA+SCA,0.735486775582733,0.753572515965915
169,GY,T2,GCA,0.853647505921349,0.916914614308645
169,GY,T2,GCA+SCA,0.772525467335107,0.832462788076624
169,GNP,T2,GCA,0.834236841578855,0.890327472336024
169,GNP,T2,GCA+SCA,0.707389035357057,0.763094968022715
170,DTA,T2,GCA,0.892910179990663,0.934984481665616
170,DTA,T2,GCA+SCA,0.845689906318473,0.888329733527808
170,PH,T2,GCA,0.960791043462172,0.963682089731366
170,PH,T2,GCA+SCA,0.793675124986664,0.796862575287815
170,TGW,T2,GCA,0.892339995714837,0.910551016035548
170,TGW,T2,GCA+SCA,0.791955845078477,0.811430169137784
170,GY,T2,GCA,0.837132336657824,0.899175442167373
170,GY,T2,GCA+SCA,0.749262748513078,0.807395203139093
170,GNP,T2,GCA,0.827229560832979,0.88284905104907
170,GNP,T2,GCA+SCA,0.697067365655024,0.751960480749756
171,DTA,T2,GCA,0.936018081168579,0.9801236452027
171,DTA,T2,GCA+SCA,0.871035881358204,0.91495365688887
171,PH,T2,GCA,0.94975755316653,0.952615399364624
171,PH,T2,GCA+SCA,0.780850322923029,0.783986267995009
171,TGW,T2,GCA,0.846290484114885,0.863561718484576
171,TGW,T2,GCA+SCA,0.696844095660481,0.713979606209509
171,GY,T2,GCA,0.79444338828772,0.853322651222041
171,GY,T2,GCA+SCA,0.727348882972111,0.783781123892361
171,GNP,T2,GCA,0.800683503430158,0.854518146670392
171,GNP,T2,GCA+SCA,0.694725917855753,0.749434647093585
172,DTA,T2,GCA,0.862877941501981,0.903537111520399
172,DTA,T2,GCA+SCA,0.810280851639879,0.851135348361218
172,PH,T2,GCA,0.943465666587,0.946304580327984
172,PH,T2,GCA+SCA,0.66671494667581,0.669392516742781
172,TGW,T2,GCA,0.910310305555134,0.928888066892994
172,TGW,T2,GCA+SCA,0.825338284697758,0.845633488419834
172,GY,T2,GCA,0.825033938510322,0.886180385080905
172,GY,T2,GCA+SCA,0.731571781950454,0.788331661584541
172,GNP,T2,GCA,0.829997923149741,0.885803546584568
172,GNP,T2,GCA+SCA,0.717923690981354,0.774459213572118
173,DTA,T2,GCA,0.894949917713978,0.937120332684794
173,DTA,T2,GCA+SCA,0.849701084449562,0.892543155934414
173,PH,T2,GCA,0.901209216025188,0.903920978962075
173,PH,T2,GCA+SCA,0.761567098601765,0.764625601005788
173,TGW,T2,GCA,0.910206724372633,0.928782371808809
173,TGW,T2,GCA+SCA,0.823868580191116,0.844127643638439
173,GY,T2,GCA,0.800445741704346,0.85976986219586
173,GY,T2,GCA+SCA,0.752674309457047,0.8110714541563
173,GNP,T2,GCA,0.803119549402643,0.857117982286705
173,GNP,T2,GCA+SCA,0.708632683203986,0.764436551460611
174,DTA,T2,GCA,0.846021879712593,0.885886785039365
174,DTA,T2,GCA+SCA,0.741432654091938,0.778815813121784
174,PH,T2,GCA,0.929213515026853,0.932009543657826
174,PH,T2,GCA+SCA,0.740215508101008,0.743188261145591
174,TGW,T2,GCA,0.893566800510819,0.911802857664101
174,TGW,T2,GCA+SCA,0.816160941594666,0.836230472945354
174,GY,T2,GCA,0.806817229188034,0.866613565185858
174,GY,T2,GCA+SCA,0.730896236621443,0.787603703255865
174,GNP,T2,GCA,0.8134370560375,0.868129195344184
174,GNP,T2,GCA+SCA,0.70893293925754,0.764760452273505
175,DTA,T2,GCA,0.861343826638889,0.901930708522397
175,DTA,T2,GCA+SCA,0.775742680308066,0.81485575662612
175,PH,T2,GCA,0.912102936244679,0.914847478680722
175,PH,T2,GCA+SCA,0.67762449790926,0.680345881435
175,TGW,T2,GCA,0.896778787468373,0.915080395375891
175,TGW,T2,GCA+SCA,0.808759105681749,0.828646624673924
175,GY,T2,GCA,0.799405747616473,0.858652790135846
175,GY,T2,GCA+SCA,0.74193539024609,0.799499342937597
175,GNP,T2,GCA,0.787858288213895,0.840830617090603
175,GNP,T2,GCA+SCA,0.681441112101016,0.73510368079937
176,DTA,T2,GCA,0.81999479548732,0.858633293704
176,DTA,T2,GCA+SCA,0.726634355109914,0.763271381417977
176,PH,T2,GCA,0.919861089663079,0.922628976592857
176,PH,T2,GCA+SCA,0.71869386689047,0.721580187641034
176,TGW,T2,GCA,0.856880978086982,0.874368344986717
176,TGW,T2,GCA+SCA,0.764286680518744,0.783080615285598
176,GY,T2,GCA,0.820812768598663,0.881646367989971
176,GY,T2,GCA+SCA,0.764932908154449,0.824281151028501
176,GNP,T2,GCA,0.816756662997542,0.87167199893014
176,GNP,T2,GCA+SCA,0.726023601787879,0.783196981432448
177,DTA,T2,GCA,0.857966008427716,0.89839372610232
177,DTA,T2,GCA+SCA,0.803437196828749,0.843946635324317
177,PH,T2,GCA,0.95088594643458,0.953747187998576
177,PH,T2,GCA+SCA,0.768261536388979,0.771346924085321
177,TGW,T2,GCA,0.921996091409348,0.940812338172804
177,TGW,T2,GCA+SCA,0.860508951119569,0.881669007294641
177,GY,T2,GCA,0.823190228340648,0.884200030441083
177,GY,T2,GCA+SCA,0.779242753553456,0.839701243053294
177,GNP,T2,GCA,0.837782606708972,0.89411164003092
177,GNP,T2,GCA+SCA,0.76268893918939,0.822749664713474
178,DTA,T2,GCA,0.880915329629628,0.922424428931548
178,DTA,T2,GCA+SCA,0.828070606929035,0.869822066101928
178,PH,T2,GCA,0.937638786031811,0.940460166531405
178,PH,T2,GCA+SCA,0.763816022979993,0.766883557208828
178,TGW,T2,GCA,0.890370145267455,0.908540964558628
178,TGW,T2,GCA+SCA,0.794163899764503,0.813692520250515
178,GY,T2,GCA,0.807222056384289,0.86704839568667
178,GY,T2,GCA+SCA,0.720316663585472,0.776203301277448
178,GNP,T2,GCA,0.750388941038495,0.800841986167017
178,GNP,T2,GCA+SCA,0.620940279786945,0.669838489522055
179,DTA,T2,GCA,0.86519032914046,0.905958459832942
179,DTA,T2,GCA+SCA,0.812587775876764,0.853558588105845
179,PH,T2,GCA,0.931568978740804,0.934372095025882
179,PH,T2,GCA+SCA,0.699220279938535,0.702028393512586
179,TGW,T2,GCA,0.886557130344345,0.904650133004433
179,TGW,T2,GCA+SCA,0.802005393876231,0.821726837987941
179,GY,T2,GCA,0.818070138925919,0.878700471456411
179,GY,T2,GCA+SCA,0.73730832526561,0.794513281536218
179,GNP,T2,GCA,0.811732970107504,0.866310533732662
179,GNP,T2,GCA+SCA,0.677391495702227,0.730735162569824
180,DTA,T2,GCA,0.924403985536793,0.967962288520202
180,DTA,T2,GCA+SCA,0.883540882110344,0.928089161880614
180,PH,T2,GCA,0.950809632217987,0.953670644150438
180,PH,T2,GCA+SCA,0.740518886277846,0.743492857708681
180,TGW,T2,GCA,0.919682314402995,0.938451341227546
180,TGW,T2,GCA+SCA,0.840576739747775,0.861246659577639
180,GY,T2,GCA,0.791935575480278,0.85062897473714
180,GY,T2,GCA+SCA,0.686069872216926,0.739299431268239
180,GNP,T2,GCA,0.79883045607635,0.852540508085752
180,GNP,T2,GCA+SCA,0.658933808018937,0.710823956870482
181,DTA,T2,GCA,0.877371817709859,0.918713945245925
181,DTA,T2,GCA+SCA,0.835021459723654,0.877123382062662
181,PH,T2,GCA,0.961885551233567,0.964779890906286
181,PH,T2,GCA+SCA,0.753309176813963,0.756334514873457
181,TGW,T2,GCA,0.905629858416743,0.924112100425248
181,TGW,T2,GCA+SCA,0.831128687828276,0.851566278512578
181,GY,T2,GCA,0.73047498218785,0.784613299879538
181,GY,T2,GCA+SCA,0.646699736675483,0.696874716245133
181,GNP,T2,GCA,0.737033385263456,0.786588458125353
181,GNP,T2,GCA+SCA,0.619798541203922,0.66860684056518
182,DTA,T2,GCA,0.883077657305458,0.92468864639315
182,DTA,T2,GCA+SCA,0.838424347659804,0.880697844180467
182,PH,T2,GCA,0.947804667475233,0.950656637387395
182,PH,T2,GCA+SCA,0.711686785318727,0.714544965179444
182,TGW,T2,GCA,0.894840039548331,0.913102081171766
182,TGW,T2,GCA+SCA,0.763038544527908,0.781801787426135
182,GY,T2,GCA,0.82708800262198,0.88838668380449
182,GY,T2,GCA+SCA,0.754352046837013,0.812879360815746
182,GNP,T2,GCA,0.814395830318613,0.869152433637793
182,GNP,T2,GCA+SCA,0.721522511616383,0.778341436479378
183,DTA,T2,GCA,0.87922450099035,0.920653927738586
183,DTA,T2,GCA+SCA,0.823348130660907,0.864861481786667
183,PH,T2,GCA,0.914218398334079,0.916969306252838
183,PH,T2,GCA+SCA,0.762917022313061,0.76598094609745
183,TGW,T2,GCA,0.880767164721383,0.898742004817738
183,TGW,T2,GCA+SCA,0.774537537584672,0.793583542607246
183,GY,T2,GCA,0.824890881262695,0.886026725309017
183,GY,T2,GCA+SCA,0.752526054807983,0.810911696991361
183,GNP,T2,GCA,0.824108901736194,0.879518571756877
183,GNP,T2,GCA+SCA,0.735528282741162,0.793450143194349
184,DTA,T2,GCA,0.853868119669064,0.894102743108967
184,DTA,T2,GCA+SCA,0.80843453390447,0.849195938975284
184,PH,T2,GCA,0.949679611051444,0.952537222719603
184,PH,T2,GCA+SCA,0.794846669396356,0.798038824695136
184,TGW,T2,GCA,0.878519260010213,0.896448224500217
184,TGW,T2,GCA+SCA,0.775591628210469,0.794663553494333
184,GY,T2,GCA,0.800999314217352,0.860364462102419
184,GY,T2,GCA+SCA,0.747519329623127,0.805516518990439
184,GNP,T2,GCA,0.818738287324308,0.873786859470979
184,GNP,T2,GCA+SCA,0.72791209332214,0.785234189128522
185,DTA,T2,GCA,0.89185401034596,0.933878544864879
185,DTA,T2,GCA+SCA,0.824784950820453,0.86637074666014
185,PH,T2,GCA,0.899880521976899,0.902588286837411
185,PH,T2,GCA+SCA,0.716676614380289,0.719554833715149
185,TGW,T2,GCA,0.917406602288186,0.936129186008353
185,TGW,T2,GCA+SCA,0.84892524029095,0.869800451117777
185,GY,T2,GCA,0.817430619485514,0.878013554764247
185,GY,T2,GCA+SCA,0.755196416840529,0.813789242285053
185,GNP,T2,GCA,0.795119678927506,0.848580233647285
185,GNP,T2,GCA+SCA,0.676153146290349,0.729399294811595
186,DTA,T2,GCA,0.894134727982381,0.936266730871603
186,DTA,T2,GCA+SCA,0.840739375548573,0.883129596164468
186,PH,T2,GCA,0.94476671910487,0.947609547748114
186,PH,T2,GCA+SCA,0.761961892259507,0.765021980180228
186,TGW,T2,GCA,0.876496391594567,0.894384073055681
186,TGW,T2,GCA+SCA,0.743327587783032,0.761606135023599
186,GY,T2,GCA,0.787344697498801,0.845697849085715
186,GY,T2,GCA+SCA,0.684635534832447,0.737753809086688
186,GNP,T2,GCA,0.792974940108263,0.846291291470932
186,GNP,T2,GCA+SCA,0.614915699152093,0.663339481285969
187,DTA,T2,GCA,0.903312460961498,0.945876922472773
187,DTA,T2,GCA+SCA,0.833817342860185,0.875858553424565
187,PH,T2,GCA,0.952245384078363,0.955110716227044
187,PH,T2,GCA+SCA,0.720715471199368,0.723609910842739
187,TGW,T2,GCA,0.899178957488786,0.917529548457945
187,TGW,T2,GCA+SCA,0.787745937124991,0.807116738857573
187,GY,T2,GCA,0.861301518305844,0.925135895065354
187,GY,T2,GCA+SCA,0.768105247095439,0.827699619714913
187,GNP,T2,GCA,0.862777850762488,0.92078746079241
187,GNP,T2,GCA+SCA,0.719606227913696,0.776274248019089
188,DTA,T2,GCA,0.89921269759758,0.941583976541969
188,DTA,T2,GCA+SCA,0.846461455618619,0.889140184473339
188,PH,T2,GCA,0.917803724982157,0.920565421245895
188,PH,T2,GCA+SCA,0.725698528147529,0.728612980067801
188,TGW,T2,GCA,0.908036940074507,0.926568306198477
188,TGW,T2,GCA+SCA,0.799888374136174,0.819557760385424
188,GY,T2,GCA,0.81959811177149,0.880341688261536
188,GY,T2,GCA+SCA,0.749028258423487,0.807142519852896
188,GNP,T2,GCA,0.816986811938891,0.871917622133288
188,GNP,T2,GCA+SCA,0.729034299964048,0.786444768030257
189,DTA,T2,GCA,0.853474749661639,0.89369083734203
189,DTA,T2,GCA+SCA,0.74434565329774,0.781875686237122
189,PH,T2,GCA,0.869830272836717,0.872447615683768
189,PH,T2,GCA+SCA,0.635349252890288,0.63790085631555
189,TGW,T2,GCA,0.853929044349648,0.871356167703723
189,TGW,T2,GCA+SCA,0.742812589066151,0.761078472403843
189,GY,T2,GCA,0.835243769746245,0.897146906279532
189,GY,T2,GCA+SCA,0.787732544806575,0.848849725007085
189,GNP,T2,GCA,0.846060490872404,0.902946094847817
189,GNP,T2,GCA+SCA,0.75548231206022,0.814975525415556
190,DTA,T2,GCA,0.839044690050425,0.878580827277932
190,DTA,T2,GCA+SCA,0.800264196717539,0.840613652014222
190,PH,T2,GCA,0.907960089202034,0.910692165699131
190,PH,T2,GCA+SCA,0.718225697640695,0.721110138193469
190,TGW,T2,GCA,0.892072343645391,0.91027790167897
190,TGW,T2,GCA+SCA,0.791479300682541,0.81094190643703
190,GY,T2,GCA,0.76706165905032,0.823911556445026
190,GY,T2,GCA+SCA,0.690484895199533,0.744056999137428
190,GNP,T2,GCA,0.794996564369838,0.848448841376561
190,GNP,T2,GCA+SCA,0.688999841009672,0.743257649417122
191,DTA,T2,GCA,0.889540962667442,0.931456505410934
191,DTA,T2,GCA+SCA,0.847306024515013,0.890027336675434
191,PH,T2,GCA,0.880179582311127,0.882828066510659
191,PH,T2,GCA+SCA,0.755290412672336,0.758323707502345
191,TGW,T2,GCA,0.904670915352519,0.923133587094407
191,TGW,T2,GCA+SCA,0.796174982742932,0.815753056089069
191,GY,T2,GCA,0.838347476686223,0.90048064090894
191,GY,T2,GCA+SCA,0.73842125729179,0.795712561736842
191,GNP,T2,GCA,0.8449289487144,0.901738472480683
191,GNP,T2,GCA+SCA,0.734588549058664,0.792436406751525
192,DTA,T2,GCA,0.916508332617895,0.959694589128686
192,DTA,T2,GCA+SCA,0.859790426960842,0.903141204790801
192,PH,T2,GCA,0.928612360437551,0.931406580178085
192,PH,T2,GCA+SCA,0.734400468931038,0.737349868404657
192,TGW,T2,GCA,0.918735312620176,0.937485012877731
192,TGW,T2,GCA+SCA,0.813853239120876,0.833866023689423
192,GY,T2,GCA,0.814180495182381,0.874522551216306
192,GY,T2,GCA+SCA,0.731639380307997,0.788404504642238
192,GNP,T2,GCA,0.84979102166687,0.90692745108524
192,GNP,T2,GCA+SCA,0.742269501388953,0.800722223720554
193,DTA,T2,GCA,0.919223391050757,0.962537582252101
193,DTA,T2,GCA+SCA,0.872553650157401,0.916547951846009
193,PH,T2,GCA,0.954873835553432,0.957747076783783
193,PH,T2,GCA+SCA,0.829776009482898,0.833108443255922
193,TGW,T2,GCA,0.858017097764057,0.87552765077965
193,TGW,T2,GCA+SCA,0.75010886047022,0.768554160317849
193,GY,T2,GCA,0.847596254281546,0.910414881075774
193,GY,T2,GCA+SCA,0.724498381486452,0.780709462808677
193,GNP,T2,GCA,0.862737775791595,0.920744691346419
193,GNP,T2,GCA+SCA,0.738812831835463,0.796993346100823
194,DTA,T2,GCA,0.875900362831387,0.917173154797264
194,DTA,T2,GCA+SCA,0.825204402720349,0.866811347395325
194,PH,T2,GCA,0.952668896662637,0.955535503172153
194,PH,T2,GCA+SCA,0.795259547944221,0.79845336138978
194,TGW,T2,GCA,0.908726492197319,0.927271930813591
194,TGW,T2,GCA+SCA,0.828012137681643,0.848373091886929
194,GY,T2,GCA,0.790786856448101,0.849395119707949
194,GY,T2,GCA+SCA,0.706169266902041,0.760958261747889
194,GNP,T2,GCA,0.777275442993347,0.829536225179666
194,GNP,T2,GCA+SCA,0.67567643675871,0.728885045047152
195,DTA,T2,GCA,0.901235402859167,0.943701992522688
195,DTA,T2,GCA+SCA,0.850871527975335,0.89377261341947
195,PH,T2,GCA,0.950190259594852,0.953049407818307
195,PH,T2,GCA+SCA,0.796509282699437,0.799708115160077
195,TGW,T2,GCA,0.899985265153579,0.918352311381203
195,TGW,T2,GCA+SCA,0.809128582075344,0.829025186552606
195,GY,T2,GCA,0.843498256883443,0.906013165288338
195,GY,T2,GCA+SCA,0.744745316844595,0.802527281082538
195,GNP,T2,GCA,0.850960143618634,0.908175179955853
195,GNP,T2,GCA+SCA,0.7340724098415,0.79187962226699
196,DTA,T2,GCA,0.888720488793485,0.930597370464383
196,DTA,T2,GCA+SCA,0.807831097204843,0.848562076895843
196,PH,T2,GCA,0.934521004659873,0.937333003670886
196,PH,T2,GCA+SCA,0.764085438335257,0.767154054553471
196,TGW,T2,GCA,0.891238198438482,0.909426733100492
196,TGW,T2,GCA+SCA,0.803967361664232,0.823737050885484
196,GY,T2,GCA,0.775858398479837,0.833360256154497
196,GY,T2,GCA+SCA,0.70503496118947,0.759735949557618
196,GNP,T2,GCA,0.774662333087953,0.826747420584795
196,GNP,T2,GCA+SCA,0.678571053747434,0.732007609220533
197,DTA,T2,GCA,0.912420892799138,0.955414547433652
197,DTA,T2,GCA+SCA,0.863838924698251,0.907393828464549
197,PH,T2,GCA,0.94792976253533,0.950782108861915
197,TGW,T2,GCA,0.878707382862358,0.896640186594243
197,TGW,T2,GCA+SCA,0.771886442286874,0.79086725644147
197,GY,T2,GCA,0.777443470223745,0.835062803677492
197,GY,T2,GCA+SCA,0.717823198270477,0.773516377446634
197,GNP,T2,GCA,0.789220563807347,0.842284486453946
197,GNP,T2,GCA+SCA,0.691249975869081,0.745684979362547
198,DTA,T2,GCA,0.88733362116586,0.929145153053256
198,DTA,T2,GCA+SCA,0.722184672003921,0.758597344541934
198,PH,T2,GCA,0.930166778885439,0.932965675913179
198,PH,T2,GCA+SCA,0.670070143212129,0.672761187963985
198,TGW,T2,GCA,0.881790055113817,0.899785770524303
198,TGW,T2,GCA+SCA,0.775017592633292,0.794075402288209
198,GY,T2,GCA,0.785372746260249,0.843579748936895
198,GY,T2,GCA+SCA,0.7192367362619,0.775039586489116
198,GNP,T2,GCA,0.796657164514629,0.85022109339875
198,GNP,T2,GCA+SCA,0.703491729009264,0.758890754055301
199,DTA,T2,GCA,0.821357410802682,0.86006011602375
199,DTA,T2,GCA+SCA,0.779752177030876,0.819067412847559
199,PH,T2,GCA,0.940795814234039,0.94362669431699
199,PH,T2,GCA+SCA,0.723768304829247,0.726675004848641
199,TGW,T2,GCA,0.881321414112408,0.899307565420824
199,TGW,T2,GCA+SCA,0.791461988394571,0.810924168437061
199,GY,T2,GCA,0.781672730466121,0.839605510704749
199,GY,T2,GCA+SCA,0.670345958698854,0.72235555894273
199,GNP,T2,GCA,0.7889845537688,0.842032608077694
199,GNP,T2,GCA+SCA,0.650724522517276,0.70196820120526
200,DTA,T2,GCA,0.841185528252262,0.880822542672525
200,DTA,T2,GCA+SCA,0.775579551122457,0.814684402439555
200,PH,T2,GCA,0.884030307057572,0.886690378192148
200,PH,T2,GCA+SCA,0.749950998432215,0.752962849831541
200,TGW,T2,GCA,0.905177836048591,0.923650853110807
200,TGW,T2,GCA+SCA,0.812654708177707,0.83263802067388
200,GY,T2,GCA,0.773900319101584,0.831257055963033
200,GY,T2,GCA+SCA,0.675813507143721,0.728247313732458
200,GNP,T2,GCA,0.77057967325757,0.822390259613202
200,GNP,T2,GCA+SCA,0.646259753393702,0.697151837533659
201,DTA,T2,GCA,0.842347847815161,0.882039631220063
201,DTA,T2,GCA+SCA,0.805028317091601,0.845617980138237
201,PH,T2,GCA,0.954600666041169,0.957473085297061
201,PH,T2,GCA+SCA,0.78214528168805,0.785286427397641
201,TGW,T2,GCA,0.909538641091258,0.928100654174753
201,TGW,T2,GCA+SCA,0.852255818042221,0.873212928321948
201,GY,T2,GCA,0.847954168900513,0.910799322127297
201,GY,T2,GCA+SCA,0.766540603067714,0.826013580891933
201,GNP,T2,GCA,0.86261212063546,0.920610587657908
201,GNP,T2,GCA+SCA,0.763951276264163,0.824111409130705
202,DTA,T2,GCA,0.882604223477018,0.924192904164416
202,DTA,T2,GCA+SCA,0.826651192231505,0.868331084276791
202,PH,T2,GCA,0.934501629289804,0.937313569999803
202,PH,T2,GCA+SCA,0.742042304460395,0.745022394036541
202,TGW,T2,GCA,0.871619081216118,0.889407225730732
202,TGW,T2,GCA+SCA,0.759433170979962,0.7781077571516
202,GY,T2,GCA,0.803871187124434,0.863449180584784
202,GY,T2,GCA+SCA,0.715569949515807,0.771088307667896
202,GNP,T2,GCA,0.822605852596799,0.877914463817289
202,GNP,T2,GCA+SCA,0.723455927419093,0.780427106169464
203,DTA,T2,GCA,0.84481363709895,0.884621609527696
203,DTA,T2,GCA+SCA,0.797975963846357,0.838210046057098
203,PH,T2,GCA,0.900281990164026,0.902990963053186
203,PH,T2,GCA+SCA,0.768106628713543,0.771191394290705
203,TGW,T2,GCA,0.893826194089307,0.912067544989089
203,TGW,T2,GCA+SCA,0.823116450837501,0.843357019300718
203,GY,T2,GCA,0.78491358734216,0.843086559980838
203,GY,T2,GCA+SCA,0.710540921463444,0.765669096404573
203,GNP,T2,GCA,0.81423682325221,0.868982735594674
203,GNP,T2,GCA+SCA,0.704293324396986,0.759755473998907
204,DTA,T2,GCA,0.763056711160343,0.799012262995123
204,DTA,T2,GCA+SCA,0.70252532055358,0.737946765287374
204,PH,T2,GCA,0.92797485900074,0.930767160482186
204,PH,T2,GCA+SCA,0.745973227923393,0.748969104340756
204,TGW,T2,GCA,0.881103217935156,0.899084916260364
204,TGW,T2,GCA+SCA,0.767048328191059,0.785910172326905
204,GY,T2,GCA,0.834167839977251,0.8959912352065
204,GY,T2,GCA+SCA,0.771458873933616,0.83131344173881
204,GNP,T2,GCA,0.829127974600129,0.884875106296829
204,GNP,T2,GCA+SCA,0.732533175718292,0.790219175532138
205,DTA,T2,GCA,0.865434532506976,0.906214170164373
205,DTA,T2,GCA+SCA,0.791251913591537,0.831146968058337
205,PH,T2,GCA,0.879992761094886,0.882640683144319
205,PH,T2,GCA+SCA,0.72383161193479,0.726738566199588
205,TGW,T2,GCA,0.879733628379871,0.897687375897828
205,TGW,T2,GCA+SCA,0.776127875282447,0.79521298696972
205,GY,T2,GCA,0.831861505925178,0.893513969844444
205,GY,T2,GCA+SCA,0.751527349563145,0.809835505994769
205,GNP,T2,GCA,0.843200714757889,0.899894039229337
205,GNP,T2,GCA+SCA,0.746993036202996,0.805817730531819
206,DTA,T2,GCA,0.880493559681117,0.921982785006405
206,DTA,T2,GCA+SCA,0.817263835990624,0.858470415956538
206,PH,T2,GCA,0.931131230920183,0.933933030010214
206,PH,T2,GCA+SCA,0.678232384687964,0.680956209526069
206,TGW,T2,GCA,0.894853203991785,0.913115514277332
206,TGW,T2,GCA+SCA,0.804811923925703,0.824602381071417
206,GY,T2,GCA,0.81504933109633,0.875455779910129
206,GY,T2,GCA+SCA,0.760273995632238,0.819260771155429
206,GNP,T2,GCA,0.845198895437878,0.902026569304032
206,GNP,T2,GCA+SCA,0.760253730170969,0.820122686268575
207,DTA,T2,GCA,0.869582662421186,0.910557761697577
207,DTA,T2,GCA+SCA,0.808102959729668,0.848847646774861
207,PH,T2,GCA,0.931453261600469,0.934256029689537
207,PH,T2,GCA+SCA,0.740085609662362,0.743057841026467
207,TGW,T2,GCA,0.892871201845247,0.911093063107395
207,TGW,T2,GCA+SCA,0.811600695089062,0.831558089230596
207,GY,T2,GCA,0.823303801162587,0.884322020582801
207,GY,T2,GCA+SCA,0.733766582745595,0.790696748648271
207,GNP,T2,GCA,0.840441167033872,0.8969489509433
207,GNP,T2,GCA+SCA,0.707627393581202,0.7633520966356
208,DTA,T2,GCA,0.85488317193853,0.895165625066524
208,DTA,T2,GCA+SCA,0.795655407816463,0.835772487202167
208,PH,T2,GCA,0.9156301073775,0.918385263167001
208,PH,T2,GCA+SCA,0.789869989183241,0.793042157814499
208,TGW,T2,GCA,0.889633283571716,0.907789064869098
208,TGW,T2,GCA+SCA,0.795406391600516,0.814965565164463
208,GY,T2,GCA,0.839010177586897,0.901192457128783
208,GY,T2,GCA+SCA,0.775195689319358,0.835340182456205
208,GNP,T2,GCA,0.869139984679452,0.927577358249149
208,GNP,T2,GCA+SCA,0.784619605495306,0.846407341418884
209,DTA,T2,GCA,0.838509097025916,0.878019996885776
209,DTA,T2,GCA+SCA,0.790863578169315,0.83073905269886
209,PH,T2,GCA,0.939586823830411,0.942414066028496
209,PH,T2,GCA+SCA,0.785012579890721,0.788165240854138
209,TGW,T2,GCA,0.868753161700762,0.886482818062002
209,TGW,T2,GCA+SCA,0.769754131855538,0.788682512147068
209,GY,T2,GCA,0.783338342014879,0.841394567148097
209,GY,T2,GCA+SCA,0.707881093203043,0.762802902158451
209,GNP,T2,GCA,0.792757151743744,0.846058859918617
209,GNP,T2,GCA+SCA,0.702485967486836,0.757805790169187
210,DTA,T2,GCA,0.906914759656121,0.949648962990703
210,DTA,T2,GCA+SCA,0.84398678014516,0.886540735446597
210,PH,T2,GCA,0.951943569251821,0.954807993231515
210,PH,T2,GCA+SCA,0.773595671095959,0.776702481020039
210,TGW,T2,GCA,0.889621892182496,0.907777441002547
210,TGW,T2,GCA+SCA,0.750399074383574,0.768851510638907
210,GY,T2,GCA,0.808479798219042,0.868399353618734
210,GY,T2,GCA+SCA,0.768983748981986,0.828646281230589
210,GNP,T2,GCA,0.832532302455066,0.888508327059836
210,GNP,T2,GCA+SCA,0.766846130358877,0.827234229081852
211,DTA,T2,GCA,0.871370902418672,0.912430264312745
211,DTA,T2,GCA+SCA,0.79569079209947,0.835809655566671
211,PH,T2,GCA,0.926858143732811,0.929647084987775
211,PH,T2,GCA+SCA,0.693317266984537,0.696101673679254
211,TGW,T2,GCA,0.885580590172017,0.903653663440834
211,TGW,T2,GCA+SCA,0.760880886054478,0.779591071777129
211,GY,T2,GCA,0.825087441499623,0.886237853383053
211,GY,T2,GCA+SCA,0.759486415280009,0.818412085431044
211,GNP,T2,GCA,0.816746717174271,0.871661384390898
211,GNP,T2,GCA+SCA,0.728715225952439,0.786100567370485
212,DTA,T2,GCA,0.819901052300459,0.85853513329891
212,DTA,T2,GCA+SCA,0.753829807056129,0.791838032621984
212,PH,T2,GCA,0.935529871772372,0.938344906491847
212,PH,T2,GCA+SCA,0.806760079547812,0.810000079867281
212,TGW,T2,GCA,0.925451168468425,0.944337927008597
212,TGW,T2,GCA+SCA,0.823761638386953,0.84401807211778
212,GY,T2,GCA,0.813221510040338,0.873492491987474
212,GY,T2,GCA+SCA,0.694794883178726,0.748701382735696
212,GNP,T2,GCA,0.781714817219939,0.83427408454636
212,GNP,T2,GCA+SCA,0.616738136868323,0.665305433514912
213,DTA,T2,GCA,0.798219168390475,0.83583158993767
213,DTA,T2,GCA+SCA,0.74956573782151,0.787358968299905
213,PH,T2,GCA,0.93262779847695,0.935434100779287
213,PH,T2,GCA+SCA,0.774221489114468,0.777330812363924
213,TGW,T2,GCA,0.88109508172182,0.899076614001857
213,TGW,T2,GCA+SCA,0.786824795737562,0.80617294645242
213,GY,T2,GCA,0.8047531154167,0.864396471983566
213,GY,T2,GCA+SCA,0.731420179205875,0.788168296558055
213,GNP,T2,GCA,0.811743584239391,0.866321861514825
