Seed,Trait,Method,Model,Predictive_ability,Prediction_accuracy
152,DTA,T2,GCA+SCA,0.698001492655215,0.765352513876332
152,PH,T2,GCA,0.724926480704284,0.758291297807828
152,PH,T2,GCA+SCA,0.347815721152771,0.359313761521458
152,TGW,T2,GCA,0.782962153828081,0.843709217487156
152,TGW,T2,GCA+SCA,0.418023195007184,0.493533878402814
152,GY,T2,GCA,0.562076706649838,0.721536208793117
152,GY,T2,GCA+SCA,0.360560001293277,0.485275910219754
152,GNP,T2,GCA,0.54711148400783,0.7189375611141
152,GNP,T2,GCA+SCA,0.100028469927066,0.142288008431103
153,DTA,T2,GCA,0.803109498870802,0.849851321556404
153,DTA,T2,GCA+SCA,0.626185261499735,0.686606646381288
153,PH,T2,GCA,0.732419494036338,0.766129177862278
153,PH,T2,GCA+SCA,0.220072370547395,0.227347490234912
153,TGW,T2,GCA,0.837423204903487,0.902395694939102
153,TGW,T2,GCA+SCA,0.501907784023168,0.592571173581072
153,GY,T2,GCA,0.542518350550939,0.696429204815069
153,GY,T2,GCA+SCA,0.338651541679253,0.455789423525239
153,GNP,T2,GCA,0.544124005604246,0.715011833908339
153,GNP,T2,GCA+SCA,0.136754906741606,0.19453045055705
154,DTA,T2,GCA,0.776629772397809,0.821830446981809
154,DTA,T2,GCA+SCA,0.627963597393277,0.68855657608912
154,PH,T2,GCA,0.788489914845333,0.824780245654114
154,PH,T2,GCA+SCA,0.354498829273385,0.366217798836142
154,TGW,T2,GCA,0.866088379013634,0.933284891178484
154,TGW,T2,GCA+SCA,0.446743588486787,0.527442253231154
154,GY,T2,GCA,0.508021792142134,0.652146074636886
154,GY,T2,GCA+SCA,0.26633058811894,0.358453012273136
154,GNP,T2,GCA,0.537360578204427,0.706124281477565
154,GNP,T2,GCA+SCA,0.105779216518548,0.150468302302344
155,DTA,T2,GCA,0.884056350254299,0.935509365348464
155,DTA,T2,GCA+SCA,0.699976694272514,0.767518305123371
155,PH,T2,GCA,0.836691420699,0.875200230856695
155,PH,T2,GCA+SCA,0.465716462177415,0.481112047703941
155,TGW,T2,GCA,0.827882397698312,0.892114652692147
155,TGW,T2,GCA+SCA,0.476068651851832,0.562064524028137
155,GY,T2,GCA,0.601493136602281,0.772134963545931
155,GY,T2,GCA+SCA,0.420660144614651,0.566164393828602
155,GNP,T2,GCA,0.620033975168236,0.814762122428694
155,GNP,T2,GCA+SCA,0.232543139427829,0.330786827066614
156,DTA,T2,GCA,0.871060197555039,0.921756822809566
156,DTA,T2,GCA+SCA,0.699241621899224,0.766712304714061
156,PH,T2,GCA,0.837964070800481,0.876531454812219
156,PH,T2,GCA+SCA,0.325062837244411,0.335808716161581
156,TGW,T2,GCA,0.816803083447185,0.88017573647326
156,TGW,T2,GCA+SCA,0.327233775442669,0.386344481042112
156,GY,T2,GCA,0.534441897149822,0.68606148542981
156,GY,T2,GCA+SCA,0.253012486632286,0.340528245803884
156,GNP,T2,GCA,0.466687045436015,0.613254987432346
156,GNP,T2,GCA+SCA,-0.0418941141309774,-0.0595933344679621
157,DTA,T2,GCA,0.766547632172117,0.81116151552605
157,DTA,T2,GCA+SCA,0.482330095891035,0.528870719178766
157,PH,T2,GCA,0.634705160667217,0.663917532078679
157,PH,T2,GCA+SCA,0.197824327521561,0.204363974712357
157,TGW,T2,GCA,0.825377952173125,0.889415896738282
157,TGW,T2,GCA+SCA,0.476631036437273,0.562728496384029
157,GY,T2,GCA,0.51357128689387,0.659269944664788
157,GY,T2,GCA+SCA,0.338764062452633,0.4559408646738
157,GNP,T2,GCA,0.529163764093043,0.695353172264183
157,GNP,T2,GCA+SCA,0.114786705926804,0.163281231759323
158,DTA,T2,GCA,0.890689016894697,0.942528060206029
158,DTA,T2,GCA+SCA,0.736024863480388,0.807044806447794
158,PH,T2,GCA,0.825171064457255,0.863149649013865
158,PH,T2,GCA+SCA,0.346937585248607,0.358406596331205
158,TGW,T2,GCA,0.787810786908743,0.84893403761718
158,TGW,T2,GCA+SCA,0.43083788903266,0.508663387287674
158,GY,T2,GCA,0.470638721396679,0.604157537094581
158,GY,T2,GCA+SCA,0.271845489897242,0.365875491113381
158,GNP,T2,GCA,0.477204568235269,0.627075648140958
158,GNP,T2,GCA+SCA,0.11984184493948,0.170472041165689
159,DTA,T2,GCA,0.803266246065503,0.850017191603707
159,DTA,T2,GCA+SCA,0.531618757031454,0.582915303762559
159,PH,T2,GCA,0.698078723517255,0.730207869787924
159,PH,T2,GCA+SCA,0.360855965270146,0.372785088088994
159,TGW,T2,GCA,0.787210304682982,0.848286966253213
159,TGW,T2,GCA+SCA,0.410425000398782,0.484563164579435
159,GY,T2,GCA,0.671664360878894,0.862213556969055
159,GY,T2,GCA+SCA,0.349528333741039,0.470428443796822
159,GNP,T2,GCA,0.672824735591269,0.884132372656069
159,GNP,T2,GCA+SCA,0.100238482393127,0.14258674593617
160,DTA,T2,GCA,0.836830721734061,0.885535155274139
160,DTA,T2,GCA+SCA,0.668911774397535,0.733455892979753
160,PH,T2,GCA,0.760558436351639,0.795563217941045
160,PH,T2,GCA+SCA,0.311447576906964,0.32174336457331
160,TGW,T2,GCA,0.721344062249218,0.777310411906485
160,TGW,T2,GCA+SCA,0.374992307821783,0.442729997428315
160,GY,T2,GCA,0.436732661601665,0.560632428243472
160,GY,T2,GCA+SCA,0.292635053093755,0.39385606069146
160,GNP,T2,GCA,0.436230117450739,0.573232743036451
160,GNP,T2,GCA+SCA,0.151334053753112,0.215268924257628
161,DTA,T2,GCA,0.888438728434088,0.940146802575755
161,DTA,T2,GCA+SCA,0.699195396620457,0.766661619101379
161,PH,T2,GCA,0.758041347534063,0.792930279847346
161,PH,T2,GCA+SCA,0.30546243263426,0.315560364291591
161,TGW,T2,GCA,0.845778588030475,0.911399340550081
161,TGW,T2,GCA+SCA,0.449849980129658,0.531109775831945
161,GY,T2,GCA,0.697303782089664,0.895126806276847
161,GY,T2,GCA+SCA,0.459354793407684,0.618243328947085
161,GNP,T2,GCA,0.681917650961479,0.896081013089986
161,GNP,T2,GCA+SCA,0.178508596939015,0.253924035475128
162,DTA,T2,GCA,0.871330439136988,0.922042792737553
162,DTA,T2,GCA+SCA,0.678925318054036,0.744435655761004
162,PH,T2,GCA,0.832329901770483,0.870637972563266
162,PH,T2,GCA+SCA,0.469442755903902,0.484961524694114
162,TGW,T2,GCA,0.704786168062204,0.759467853515306
162,TGW,T2,GCA+SCA,0.305604971480376,0.360808703046489
162,GY,T2,GCA,0.51992689948969,0.667428625789075
162,GY,T2,GCA+SCA,0.338258675763979,0.45526066724627
162,GNP,T2,GCA,0.440010168241744,0.578199958267732
162,GNP,T2,GCA+SCA,0.161025886423554,0.229055314969494
163,DTA,T2,GCA,0.818956260497321,0.866620381478646
163,DTA,T2,GCA+SCA,0.616517616996172,0.676006158987031
163,PH,T2,GCA,0.826332196265849,0.864364222035407
163,PH,T2,GCA+SCA,0.333737953932309,0.344770613566435
163,TGW,T2,GCA,0.699444636245697,0.753711892506138
163,TGW,T2,GCA+SCA,0.164410093066137,0.194108728531449
163,GY,T2,GCA,0.49574336388838,0.63638429253964
163,GY,T2,GCA+SCA,0.389595158635949,0.524354183897643
163,GNP,T2,GCA,0.393585211371232,0.517194758700699
163,GNP,T2,GCA+SCA,0.234565128082536,0.333663055593934
164,DTA,T2,GCA,0.829550588384195,0.877831310459466
164,DTA,T2,GCA+SCA,0.631232397256309,0.692140786465251
164,PH,T2,GCA,0.743516195028139,0.77773660567797
164,PH,T2,GCA+SCA,0.234090152838235,0.241828670287433
164,TGW,T2,GCA,0.796376941590209,0.85816480774807
164,TGW,T2,GCA+SCA,0.358251169584461,0.422964781091453
164,GY,T2,GCA,0.511906430607589,0.657132773565583
164,GY,T2,GCA+SCA,0.282927822184013,0.380791146950219
164,GNP,T2,GCA,0.449620934523905,0.590829086102371
164,GNP,T2,GCA+SCA,0.0981031355658997,0.139549268230298
165,DTA,T2,GCA,0.8077900496922,0.854804285388572
165,DTA,T2,GCA+SCA,0.593148395866234,0.650382013011221
165,PH,T2,GCA,0.83460198028512,0.873014623729205
165,PH,T2,GCA+SCA,0.37035532844597,0.382598479799556
165,TGW,T2,GCA,0.81712742470876,0.880525242143061
165,TGW,T2,GCA+SCA,0.369769832582858,0.4365641470872
165,GY,T2,GCA,0.3987037127685,0.511814778906932
165,GY,T2,GCA+SCA,0.272059794002459,0.366163921941399
165,GNP,T2,GCA,0.473553742201135,0.622278242051426
165,GNP,T2,GCA+SCA,0.0920473300275181,0.130935035601021
166,DTA,T2,GCA,0.690498441967746,0.730686181976451
166,DTA,T2,GCA+SCA,0.512022644276431,0.561428338022403
166,PH,T2,GCA,0.693650042478768,0.725575358241389
166,PH,T2,GCA+SCA,0.23043380616726,0.238051452652128
166,TGW,T2,GCA,0.71077364211665,0.765919872970528
166,TGW,T2,GCA+SCA,0.352511466448739,0.416188272076433
166,GY,T2,GCA,0.496041905414157,0.636767529414836
166,GY,T2,GCA+SCA,0.359528386859053,0.483887465489977
166,GNP,T2,GCA,0.459176552214479,0.603385745354111
166,GNP,T2,GCA+SCA,0.158022600105249,0.224783214943455
167,DTA,T2,GCA,0.884939317568705,0.936443722294926
167,DTA,T2,GCA+SCA,0.701572308525024,0.769267882154631
167,PH,T2,GCA,0.823475623486559,0.861376175195145
167,PH,T2,GCA+SCA,0.311632037339328,0.321933922871207
167,TGW,T2,GCA,0.824628325476782,0.888608109349981
167,TGW,T2,GCA+SCA,0.406549801859873,0.479987959692884
167,GY,T2,GCA,0.747314103316576,0.959324907980201
167,GY,T2,GCA+SCA,0.618391002650117,0.832289370996119
167,GNP,T2,GCA,0.745012126922925,0.978990968361269
167,GNP,T2,GCA+SCA,0.34595496383421,0.492112324088492
168,DTA,T2,GCA,0.902999035260282,0.955554534666965
168,DTA,T2,GCA+SCA,0.76903229055368,0.843237160694824
